Category,Food name en_GB,Food name en_US,Food name en_CA,Food name en_AU,Food name en_NZ,Food name en_IE,Overall status,Small portion desc,Large portion desc,Small portion oligos,Small portion fructose,Small portion polyols,Small portion lactose,Large portion oligos,Large portion fructose,Large portion polyols,Large portion lactose,Notes
nuts_seeds,Adzuki beans (boiled),Adzuki beans (boiled),Adzuki beans (boiled),Adzuki beans (boiled),Adzuki beans (boiled),Adzuki beans (boiled),high,Third of a cup (47g),Two thirds of a cup (95g),high,low,low,low,high,low,low,low,
nuts_seeds,Adzuki beans (canned),Adzuki beans (canned),Adzuki beans (canned),Adzuki beans (canned),Adzuki beans (canned),Adzuki beans (canned),high,Third of a cup (47g),Two thirds of a cup (95g),medium,low,low,low,high,low,low,low,
nuts_seeds,Agar agar,Agar agar,Agar agar,Agar agar,Agar agar,Agar agar,low,Half an agar stick (3g),One agar stick (7g),low,low,low,low,low,low,low,low,
confectionery_sugars_sweeteners,Agave syrup (dark),Agave syrup (dark),Agave syrup (dark),Agave syrup (dark),Agave syrup (dark),Agave syrup (dark),high,Half a tablespoon (10g),One tablespoon (21g),low,high,low,low,high,high,low,low,
confectionery_sugars_sweeteners,Agave syrup (light),Agave syrup (light),Agave syrup (light),Agave syrup (light),Agave syrup (light),Agave syrup (light),high,Half a tablespoon (10g),One tablespoon (21g),low,high,low,low,low,high,low,low,
vegetables,Alfalfa (lucerne),Alfalfa (lucerne),Alfalfa (lucerne),Alfalfa (lucerne),Alfalfa (lucerne),Alfalfa (lucerne),low,Two cups (75g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (180g or more) should be avoided
condiments,All spice,All spice,All spice,All spice,All spice,All spice,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
condiments,Almond butter,Almond butter,Almond butter,Almond butter,Almond butter,Almond butter,low,One tablespoon (20g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (35g or more) should be avoided
bread_cereal_rice_pasta,Almond meal,Almond meal,Almond meal,Almond meal,Almond meal,Almond meal,high,Quarter of a cup (24g),Half a cup (48g),low,low,low,low,high,low,low,low,
nuts_seeds,Almonds,Almonds,Almonds,Almonds,Almonds,Almonds,high,Ten nuts (12g),Twenty nuts (24g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Amaranth flour,Amaranth flour,Amaranth flour,Amaranth flour,Amaranth flour,Amaranth flour,high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Amaranth puffed grain cereal,Amaranth puffed grain cereal,Amaranth puffed grain cereal,Amaranth puffed grain cereal,Amaranth puffed grain cereal,Amaranth puffed grain cereal,medium,Quarter of a cup (10g),Half a cup (20g),low,low,low,low,medium,low,low,low,Larger servings (30g or more) should be avoided
fruit,Apple (dried),Apple (dried),Apple (dried),Apple (dried),Apple (dried),Apple (dried),high,One and a half apple rings (9g),Three apple rings (19g),low,high,low,low,low,high,high,low,
fruit,Apple (Granny Smith),Apple (Granny Smith),Apple (Granny Smith),Apple (Granny Smith),Apple (Granny Smith),Apple (Granny Smith),high,Half a medium apple (83g),One medium apple (165g),low,low,high,low,low,high,high,low,
fruit,"Apple (Granny Smith\\\\, peeled)","Apple (Granny Smith\\\\, peeled)","Apple (Granny Smith\\\\, peeled)","Apple (Granny Smith\\\\, peeled)","Apple (Granny Smith\\\\, peeled)","Apple (Granny Smith\\\\, peeled)",high,Half a medium apple (83g),One medium apple (165g),low,high,high,low,low,high,high,low,
fruit,Apple (Pink Lady),Apple (Pink Lady),Apple (Pink Lady),Apple (Pink Lady),Apple (Pink Lady),Apple (Pink Lady),high,Half a medium apple (83g),One medium apple (165g),low,high,high,low,low,high,high,low,
fruit,"Apple (Pink Lady\\\\, peeled)","Apple (Pink Lady\\\\, peeled)","Apple (Pink Lady\\\\, peeled)","Apple (Pink Lady\\\\, peeled)","Apple (Pink Lady\\\\, peeled)","Apple (Pink Lady\\\\, peeled)",high,Half a medium apple (83g),One medium apple (165g),low,high,high,low,low,high,high,low,
drinks,Apple & raspberry cordial (50-100% juice),Apple & raspberry cordial (50-100% juice),Apple & raspberry cordial (50-100% juice),Apple & raspberry cordial (50-100% juice),Apple & raspberry cordial (50-100% juice),Apple & raspberry cordial (50-100% juice),high,25ml cordial with 225ml water,50ml cordial with 450ml water,low,high,low,low,low,high,low,low,
condiments,Apple cider vinegar,Apple cider vinegar,Apple cider vinegar,Apple cider vinegar,Apple cider vinegar,Apple cider vinegar,low,One tablespoon (21g),Two tablespoons (42g),low,low,low,low,low,low,low,low,
drinks,"Apple juice (99% blend\\\\, reconstituted and fresh)","Apple juice (99% blend\\\\, reconstituted and fresh)","Apple juice (99% blend\\\\, reconstituted and fresh)","Apple juice (99% blend\\\\, reconstituted and fresh)","Apple juice (99% blend\\\\, reconstituted and fresh)","Apple juice (99% blend\\\\, reconstituted and fresh)",high,Half a glass - 125ml (105g),One glass - 250ml (210g),low,high,medium,low,low,high,high,low,
drinks,Apple juice (99% reconstituted),Apple juice (99% reconstituted),Apple juice (99% reconstituted),Apple juice (99% reconstituted),Apple juice (99% reconstituted),Apple juice (99% reconstituted),high,Half a glass - 125ml (105g),One glass - 250ml (210g),low,high,high,low,low,high,high,low,
fruit,Apricot,Apricot,Apricot,Apricot,Apricot,Apricot,high,One apricot (56g),Two apricots (112g),low,low,high,low,medium,low,high,low,
fruit,Apricot (canned),Apricot (canned),Apricot (canned),Apricot (canned),Apricot (canned),Apricot (canned),high,Half a cup (80g),n/a,low,high,medium,low,n/a,n/a,n/a,n/a,
fruit,Apricot (dried),Apricot (dried),Apricot (dried),Apricot (dried),Apricot (dried),Apricot (dried),high,Two dried apricots (14g),Four dried apricots (28g),medium,low,high,low,high,low,high,low,
bread_cereal_rice_pasta,Arrowroot flour,Arrowroot flour,Arrowroot flour,Arrowroot flour,Arrowroot flour,Arrowroot flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
vegetables,Artichoke (canned hearts),Artichoke (canned hearts),Artichoke (canned hearts),Artichoke (canned hearts),Artichoke (canned hearts),Artichoke (canned hearts),medium,Eighth of a cup of hearts (28g),Quarter of a cup of hearts (56g),low,low,low,low,low,medium,low,low,Larger servings (100g or more) should be avoided
vegetables,Artichoke (globe),Artichoke (globe),Artichoke (globe),Artichoke (globe),Artichoke (globe),Artichoke (globe),high,Quarter of a small globe (25g),Half a small globe (50g),high,low,low,low,high,low,low,low,
vegetables,Artichoke (Jerusalem),Artichoke (Jerusalem),Artichoke (Jerusalem),Artichoke (Jerusalem),Artichoke (Jerusalem),Artichoke (Jerusalem),high,Half an artichoke (25g),One artichoke (50g),high,high,low,low,high,high,low,low,
vegetables,Artichoke (pickled in oil),Artichoke (pickled in oil),Artichoke (pickled in oil),Artichoke (pickled in oil),Artichoke (pickled in oil),Artichoke (pickled in oil),high,Eighth of a cup (25g),Quarter of a cup (50g),high,low,low,low,high,medium,low,low,
condiments,Asafoetida powder,Asafoetida powder,Asafoetida powder,Asafoetida powder,Asafoetida powder,Asafoetida powder,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
condiments,Asian chives,Asian chives,Asian chives,Asian chives,Asian chives,Asian chives,low,One cup (80g),Two cups (160g),low,low,low,low,low,low,low,low,Larger servings (220g or more) should be avoided
vegetables,Asparagus,Asparagus,Asparagus,Asparagus,Asparagus,Asparagus,high,One spear (15g),Two spears (30g),low,medium,low,low,high,high,low,low,
vegetables,Aubergine,Eggplant,Eggplant,Eggplant,Eggplant,Aubergine,low,Quarter of a cup (21g),Half a cup (41g),low,low,low,low,low,low,low,low,Larger servings (182g or more) should be avoided
condiments,Aubergine dip,Eggplant dip,Eggplant dip,Eggplant dip,Eggplant dip,Aubergine dip,low,One tablespoon (20g),Two tablespoons (40g),low,low,low,low,low,low,low,low,Larger servings (more than 2 tablespoons) should be avoided
fruit,Avocado,Avocado,Avocado,Avocado,Avocado,Avocado,high,Eighth of an avocado (20g),Half an avocado (80g),low,low,low,low,low,low,high,low,
fats_oils,Avocado oil,Avocado oil,Avocado oil,Avocado oil,Avocado oil,Avocado oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
vegetables,Baby corn (canned),Baby corn (canned),Baby corn (canned),Baby corn (canned),Baby corn (canned),Baby corn (canned),low,One cup (80g),Two cups (160g),low,low,low,low,low,low,low,low,Larger servings (320g or more) should be avoided
nuts_seeds,Baked beans,Baked beans,Baked beans,Baked beans,Baked beans,Baked beans,high,Quarter of a cup (46g),Half a cup (91g),high,low,low,low,high,high,low,low,
condiments,Balsamic vinegar,Balsamic vinegar,Balsamic vinegar,Balsamic vinegar,Balsamic vinegar,Balsamic vinegar,medium,One tablespoon (21g),Two tablespoons (42g),low,low,low,low,low,medium,low,low,
vegetables,Bamboo shoots (canned),Bamboo shoots (canned),Bamboo shoots (canned),Bamboo shoots (canned),Bamboo shoots (canned),Bamboo shoots (canned),low,Sixth of a cup (42g),Third of a cup (84g),low,low,low,low,low,low,low,low,
vegetables,Bamboo shoots (fresh),Bamboo shoots (fresh),Bamboo shoots (fresh),Bamboo shoots (fresh),Bamboo shoots (fresh),Bamboo shoots (fresh),low,Half a cup (75g),One cup (150g),low,low,low,low,low,low,low,low,
fruit,"Banana (common\\\\, ripe)","Banana (common\\\\, ripe)","Banana (common\\\\, ripe)","Banana (common\\\\, ripe)","Banana (common\\\\, ripe)","Banana (common\\\\, ripe)",high,Half a medium banana (50g),One medium banana (100g),high,low,low,low,high,low,low,low,
fruit,"Banana (common\\\\, unripe)","Banana (common\\\\, unripe)","Banana (common\\\\, unripe)","Banana (common\\\\, unripe)","Banana (common\\\\, unripe)","Banana (common\\\\, unripe)",low,Half a medium banana (50g),One medium banana (100g),low,low,low,low,low,low,low,low,Larger servings (one large banana or more) should be avoided
fruit,Banana (dried),Banana (dried),Banana (dried),Banana (dried),Banana (dried),Banana (dried),low,Five banana chips (10g),Ten banana chips (20g),low,low,low,low,low,low,low,low,Larger servings (20 banana chips or more) should be avoided
fruit,"Banana (sugar\\\\, firm)","Banana (sugar\\\\, firm)","Banana (sugar\\\\, firm)","Banana (sugar\\\\, firm)","Banana (sugar\\\\, firm)","Banana (sugar\\\\, firm)",low,Half a medium banana (56g),One medium banana (112g),low,low,low,low,low,low,low,low,
fruit,"Banana (sugar\\\\, ripe)","Banana (sugar\\\\, ripe)","Banana (sugar\\\\, ripe)","Banana (sugar\\\\, ripe)","Banana (sugar\\\\, ripe)","Banana (sugar\\\\, ripe)",high,Half a medium banana (56g),One medium banana (112g),low,low,low,low,low,high,low,low,
condiments,Barbecue sauce,Barbecue sauce,Barbecue sauce,Barbecue sauce,Barbecue sauce,Barbecue sauce,low,One tablespoon (23g),Two tablespoons (46g),low,low,low,low,low,low,low,low,Check ingredients and avoid if onion / garlic or other high FODMAP ingredients have been added
bread_cereal_rice_pasta,Barley flakes,Barley flakes,Barley flakes,Barley flakes,Barley flakes,Barley flakes,high,Eighth of a cup (23g),Quarter of a cup (47g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Barley flour,Barley flour,Barley flour,Barley flour,Barley flour,Barley flour,high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
condiments,Basil (fresh),Basil (fresh),Basil (fresh),Basil (fresh),Basil (fresh),Basil (fresh),low,Half a cup (8g),One cup (16g),low,low,low,low,low,low,low,low,
condiments,Bay leaves,Bay leaves,Bay leaves,Bay leaves,Bay leaves,Bay leaves,low,One leaf,n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings should be limited
vegetables,Bean sprouts,Bean sprouts,Bean sprouts,Bean sprouts,Bean sprouts,Bean sprouts,low,Quarter of a cup (25g),Half a cup (50g),low,low,low,low,low,low,low,low,
meat_fish_eggs,Beef,Beef,Beef,Beef,Beef,Beef,low,Half a small fillet (65g),One small fillet (125g),low,low,low,low,low,low,low,low,
drinks,Beer,Beer,Beer,Beer,Beer,Beer,low,Half a can (188ml),One can (375ml),low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
vegetables,Beetroot,Beets,Beets,Beetroot,Beetroot,Beetroot,high,Two slices (20g),Four slices (41g),low,low,low,low,high,low,low,low,
vegetables,Beetroot (canned),Beets (canned),Beets (canned),Beetroot (canned),Beetroot (canned),Beetroot (canned),medium,Half a cup (60g),One cup (120g),low,low,low,low,medium,low,low,low,
vegetables,Beetroot (pickled),Beets (pickled),Beets (pickled),Beetroot (pickled),Beetroot (pickled),Beetroot (pickled),low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
drinks,Berry juice fruit blend (from juice bar),Berry juice fruit blend (from juice bar),Berry juice fruit blend (from juice bar),Berry juice fruit blend (from juice bar),Berry juice fruit blend (from juice bar),Berry juice fruit blend (from juice bar),high,450ml serving,650ml serving,low,high,high,low,low,high,high,low,
snacks,Biscuit with dried fruit,Cookie with dried fruit,Cookie with dried fruit,Biscuit with dried fruit,Biscuit with dried fruit,Biscuit with dried fruit,high,One biscuit (14g),Two biscuits (28g),high,low,low,low,high,low,low,low,
vegetables,Bitter melon (bitter gourd),Bitter melon,Bitter melon,Bitter melon (bitter gourd),Bitter melon (bitter gourd),Bitter melon (bitter gourd),high,Quarter of a cup (21g),Half a cup (42g),medium,low,low,low,high,low,low,low,
nuts_seeds,Black beans (boiled),Black beans (boiled),Black beans (boiled),Black beans (boiled),Black beans (boiled),Black beans (boiled),high,Quarter of a cup (52g),Half a cup (105g),high,low,low,low,high,low,low,low,
nuts_seeds,Black beans (canned),Black beans (canned),Black beans (canned),Black beans (canned),Black beans (canned),Black beans (canned),high,Quarter of a cup (52g),Half a cup (105g),medium,low,low,low,high,low,low,low,
fruit,Blackberry,Blackberry,Blackberry,Blackberry,Blackberry,Blackberry,high,Five berries (25g),Ten berries (50g),low,low,high,low,low,low,high,low,
fruit,Blueberry,Blueberry,Blueberry,Blueberry,Blueberry,Blueberry,high,Quarter of a cup (40g),One cup (125g),low,low,low,low,high,low,low,low,
condiments,Blueberry jam,Blueberry jam,Blueberry jam,Blueberry jam,Blueberry jam,Blueberry jam,high,Half a tablespoon (10g),One tablespoon (20g),low,high,low,low,low,high,low,low,
nuts_seeds,Borlotti beans (canned),Borlotti beans (canned),Borlotti beans (canned),Borlotti beans (canned),Borlotti beans (canned),Borlotti beans (canned),high,Quarter of a cup (46g),Half a cup (91g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Bourghal / bulgur,Bourghal / bulgur,Bourghal / bulgur,Bourghal / bulgur,Bourghal / bulgur,Bourghal / bulgur,high,Quarter of a cup (44g),Half a cup (88g),low,low,low,low,high,low,low,low,
fruit,Boysenberry,Boysenberry,Boysenberry,Boysenberry,Boysenberry,Boysenberry,high,Five berries (12g),Ten berries (24g),low,medium,low,low,low,high,low,low,
nuts_seeds,Brazil nuts,Brazil nuts,Brazil nuts,Brazil nuts,Brazil nuts,Brazil nuts,low,Ten nuts (40g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (52g or more) should be avoided
nuts_seeds,Broad beans (fava beans),Broad beans (fava beans),Broad beans (fava beans),Broad beans (fava beans),Broad beans (fava beans),Broad beans (fava beans),high,Quarter of a cup (44g),Half a cup (87g),low,high,low,low,low,high,low,low,
vegetables,Broccoli (heads only),Broccoli (heads only),Broccoli (heads only),Broccoli (heads only),Broccoli (heads only),Broccoli (heads only),low,Half a cup (45g),One cup (90g),low,low,low,low,low,low,low,low,Larger servings (240g or more) should be avoided
vegetables,Broccoli (stalks only),Broccoli (stalks only),Broccoli (stalks only),Broccoli (stalks only),Broccoli (stalks only),Broccoli (stalks only),high,Half a cup (45g),One cup (90g),low,low,low,low,low,high,low,low,
vegetables,Broccoli (whole),Broccoli (whole),Broccoli (whole),Broccoli (whole),Broccoli (whole),Broccoli (whole),low,Half a cup (45g),One cup (90g),low,low,low,low,low,low,low,low,Larger servings (270g or more) should be avoided
vegetables,Broccolini (heads only),Broccolini (heads only),Broccolini (heads only),Broccolini (heads only),Broccolini (heads only),Broccolini (heads only),high,Half a cup (45g),One cup (90g),low,low,low,low,low,high,low,low,
vegetables,Broccolini (stalks only),Broccolini (stalks only),Broccolini (stalks only),Broccolini (stalks only),Broccolini (stalks only),Broccolini (stalks only),low,Half a cup (45g),One cup (90g),low,low,low,low,low,low,low,low,Larger servings (320g or more) should be avoided
vegetables,Broccolini (whole),Broccolini (whole),Broccolini (whole),Broccolini (whole),Broccolini (whole),Broccolini (whole),high,Half a cup (45g),One cup (90g),low,low,low,low,low,high,low,low,
drinks,"Brown rice protein powder (sprouted\\\\, organic)","Brown rice protein powder (sprouted\\\\, organic)","Brown rice protein powder (sprouted\\\\, organic)","Brown rice protein powder (sprouted\\\\, organic)","Brown rice protein powder (sprouted\\\\, organic)","Brown rice protein powder (sprouted\\\\, organic)",low,One tablespoon (20g),Two tablespoons (40g),low,low,low,low,low,low,low,low,
confectionery_sugars_sweeteners,Brown sugar,Brown sugar,Brown sugar,Brown sugar,Brown sugar,Brown sugar,low,Half a tablespoon (6g),One tablespoon (13g),low,low,low,low,low,low,low,low,
vegetables,Brussel sprouts,Brussel sprouts,Brussel sprouts,Brussel sprouts,Brussel sprouts,Brussel sprouts,high,Two sprouts (38g),Four sprouts (75g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Buckwheat flour,Buckwheat flour,Buckwheat flour,Buckwheat flour,Buckwheat flour,Buckwheat flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Buckwheat flour (wholemeal),Buckwheat flour (wholemeal),Buckwheat flour (wholemeal),Buckwheat flour (wholemeal),Buckwheat flour (wholemeal),Buckwheat flour (wholemeal),low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Buckwheat kernels,Buckwheat kernels,Buckwheat kernels,Buckwheat kernels,Buckwheat kernels,Buckwheat kernels,medium,Eighth of a cup (27g),Quarter of a cup (54g),low,low,low,low,medium,low,low,low,Larger servings (quarter of a cup or more) should be avoided
fats_oils,Butter,Butter,Butter,Butter,Butter,Butter,low,Half a tablespoon (9g),One tablespoon (19g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
nuts_seeds,"Butter beans (lima beans\\\\, boiled)","Butter beans (lima beans\\\\, boiled)","Butter beans (lima beans\\\\, boiled)","Butter beans (lima beans\\\\, boiled)","Butter beans (lima beans\\\\, boiled)","Butter beans (lima beans\\\\, boiled)",high,Quarter of a cup (39g),Half a cup (79g),low,low,low,low,high,low,low,low,
nuts_seeds,"Butter beans (lima beans\\\\, canned)","Butter beans (lima beans\\\\, canned)","Butter beans (lima beans\\\\, canned)","Butter beans (lima beans\\\\, canned)","Butter beans (lima beans\\\\, canned)","Butter beans (lima beans\\\\, canned)",high,Quarter of a cup (35g),Half a cup (70g),low,low,low,low,high,low,low,low,
dairy,Buttermilk,Buttermilk,Buttermilk,Buttermilk,Buttermilk,Buttermilk,high,Half a cup / 125ml (130g),One cup / 250ml (260g),low,low,low,high,low,low,low,high,
vegetables,Butternut squash,Butternut squash,Butternut squash,Butternut pumpkin,Butternut pumpkin,Butternut squash,medium,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,medium,low,medium,low,Larger servings (60g or more) should be avoided
vegetables,Cabbage (common),Cabbage (common),Cabbage (common),Cabbage (common),Cabbage (common),Cabbage (common),low,Half a cup (47g),One cup (94g),low,low,low,low,low,low,low,low,Larger servings (96g or more) should be avoided
vegetables,Cabbage (red),Cabbage (red),Cabbage (red),Cabbage (red),Cabbage (red),Cabbage (red),low,Half a cup (45g),One cup (89g),low,low,low,low,low,low,low,low,Larger servings (142g or more) should be avoided
vegetables,Cabbage (savoy),Cabbage (savoy),Cabbage (savoy),Cabbage (savoy),Cabbage (savoy),Cabbage (savoy),high,Half a cup (35g),One cup (70g),low,low,low,low,high,low,low,low,
drinks,Cacao powder,Cacao powder,Cacao powder,Cacao powder,Cacao powder,Cacao powder,low,One heaped teaspoon (4g),Two heaped teaspoons (8g),low,low,low,low,low,low,low,low,
fats_oils,Canola oil,Canola oil,Canola oil,Canola oil,Canola oil,Canola oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
fruit,Cantaloupe melon,Cantaloupe melon,Cantaloupe melon,Cantaloupe melon,Cantaloupe melon,Cantaloupe melon,low,Quarter of a cup (45g),Half a cup (90g),low,low,low,low,low,low,low,low,Larger servings (125g or more) should be avoided
condiments,Capers (in vinegar),Capers (in vinegar),Capers (in vinegar),Capers (in vinegar),Capers (in vinegar),Capers (in vinegar),low,Half a tablespoon (4g),One tablespoon (8g),low,low,low,low,low,low,low,low,
condiments,Capers (salted),Capers (salted),Capers (salted),Capers (salted),Capers (salted),Capers (salted),low,Half a tablespoon (4g),One tablespoon (8g),low,low,low,low,low,low,low,low,
fruit,Carambola (starfruit),Carambola (starfruit),Carambola (starfruit),Carambola (starfruit),Carambola (starfruit),Carambola (starfruit),low,Half a medium fruit (47g),One medium fruit (94g),low,low,low,low,low,low,low,low,
nuts_seeds,Caraway seeds (meridian fennel / Persian cumin),Caraway seeds (meridian fennel / Persian cumin),Caraway seeds (meridian fennel / Persian cumin),Caraway seeds (meridian fennel / Persian cumin),Caraway seeds (meridian fennel / Persian cumin),Caraway seeds (meridian fennel / Persian cumin),medium,Two teaspoons (10g),One tablespoon (15g),low,low,low,low,medium,low,low,low,
condiments,Cardamom,Cardamom,Cardamom,Cardamom,Cardamom,Cardamom,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
drinks,Carob powder,Carob powder,Carob powder,Carob powder,Carob powder,Carob powder,high,One heaped teaspoon (6g),Two heaped teaspoons (12g),low,low,low,low,high,low,low,low,
vegetables,Carrot,Carrot,Carrot,Carrot,Carrot,Carrot,low,Half a medium carrot (30g),One medium carrot (61g),low,low,low,low,low,low,low,low,
nuts_seeds,Cashews,Cashews,Cashews,Cashews,Cashews,Cashews,high,Ten nuts (15g),Twenty nuts (30g),high,low,low,low,high,low,low,low,
nuts_seeds,Cashews (activated),Cashews (activated),Cashews (activated),Cashews (activated),Cashews (activated),Cashews (activated),high,Ten nuts (15g),Twenty nuts (30g),low,low,low,low,high,low,low,low,
vegetables,Cassava,Cassava,Cassava,Cassava,Cassava,Cassava,high,Small serving (75g),Large serving (120g),low,low,low,low,high,low,low,low,
vegetables,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower,high,One quarter of a cup (33g),Half a cup (66g),low,low,high,low,low,low,high,low,
condiments,Caviar dip,Caviar dip,Caviar dip,Caviar dip,Caviar dip,Caviar dip,medium,One tablespoon (20g),Two tablespoons (40g),low,low,low,medium,low,low,low,medium,Larger servings (80g or more) should be avoided
vegetables,Celeriac,Celeriac,Celeriac,Celeriac,Celeriac,Celeriac,low,Quarter celeriac (18g),Half celeriac (36g),low,low,low,low,low,low,low,low,Larger servings (500g or more) should be avoided
vegetables,Celery,Celery,Celery,Celery,Celery,Celery,medium,Quarter of a medium sized stalk (12g),Half a medium sized stalk (19g),low,low,low,low,low,low,medium,low,Larger servings (12cm stalk or more) should be avoided
snacks,Cereal bar (wheat based),Cereal bar (wheat based),Cereal bar (wheat based),Cereal bar (wheat based),Cereal bar (wheat based),Cereal bar (wheat based),high,Half a bar (16g),One bar (35g),high,low,low,low,high,low,low,low,
vegetables,Chard,Swiss chard,Swiss chard,Silverbeet,Silverbeet,Chard,low,Half a cup (57g),One cup (115g),low,low,low,low,low,low,low,low,
vegetables,Chayote,Chayote,Chayote,Choko,Choko,Chayote,high,Half a cup (84g),One cup (168g),low,low,low,low,high,low,low,low,
dairy,Cheese (Brie),Cheese (Brie),Cheese (Brie),Cheese (Brie),Cheese (Brie),Cheese (Brie),low,One wedge (20g),Two wedges (40g),low,low,low,low,low,low,low,low,
dairy,Cheese (Camembert),Cheese (camembert),Cheese (camembert),Cheese (camembert),Cheese (camembert),Cheese (camembert),low,One wedge (20g),Two wedges (40g),low,low,low,low,low,low,low,low,
dairy,Cheese (Cheddar),Cheese (cheddar),Cheese (cheddar),Cheese (cheddar),Cheese (cheddar),Cheese (cheddar),low,One slice (20g),Two slices (40g),low,low,low,low,low,low,low,low,
dairy,Cheese (Colby style),Cheese (Colby style),Cheese (Colby style),Cheese (Colby style),Cheese (Colby style),Cheese (Colby style),low,One slice (20g),Two slices (40g),low,low,low,low,low,low,low,low,
dairy,"Cheese (cottage cheese\\\\, creamed)","Cheese (cottage cheese\\\\, creamed)","Cheese (cottage cheese\\\\, creamed)","Cheese (cottage cheese\\\\, creamed)","Cheese (cottage cheese\\\\, creamed)","Cheese (cottage cheese\\\\, creamed)",low,Two tablespoons (18g),Four tablespoons (36g),low,low,low,low,low,low,low,low,
dairy,Cheese (cream cheese),Cheese (cream cheese),Cheese (cream cheese),Cheese (cream cheese),Cheese (cream cheese),Cheese (cream cheese),medium,Two tablespoons (20g),Four tablespoons (81g),low,low,low,medium,low,low,low,medium,
dairy,Cheese (feta),Cheese (feta),Cheese (feta),Cheese (feta),Cheese (feta),Cheese (feta),low,Quarter cup (62g),Half a cup (125g),low,low,low,low,low,low,low,low,
dairy,"Cheese (goats' cheese / chevre\\\\, plain)","Cheese (goats' cheese / chevre\\\\, plain)","Cheese (goats' cheese / chevre\\\\, plain)","Cheese (goats' cheese / chevre\\\\, plain)","Cheese (goats' cheese / chevre\\\\, plain)","Cheese (goats' cheese / chevre\\\\, plain)",low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
dairy,Cheese (halloumi),Cheese (halloumi),Cheese (halloumi),Cheese (halloumi),Cheese (halloumi),Cheese (halloumi),medium,Two slices (50g),Four slices (100g),low,low,low,low,low,low,low,medium,
dairy,Cheese (havarti),Cheese (havarti),Cheese (havarti),Cheese (havarti),Cheese (havarti),Cheese (havarti),low,One slice (27g),Two slices (54g),low,low,low,low,low,low,low,low,
dairy,Cheese (mozzarella),Cheese (mozzarella),Cheese (mozzarella),Cheese (mozzarella),Cheese (mozzarella),Cheese (mozzarella),low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
dairy,Cheese (Pecorino),Cheese (Pecorino),Cheese (Pecorino),Cheese (Pecorino),Cheese (Pecorino),Cheese (Pecorino),low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
dairy,Cheese (quark),Cheese (quark),Cheese (quark),Cheese (quark),Cheese (quark),Cheese (quark),medium,Four tablespoons (30g),Eight tablespoons (60g),low,low,low,low,low,low,low,medium,Larger servings (180g or more) should be avoided
dairy,Cheese (ricotta),Cheese (ricotta),Cheese (ricotta),Cheese (ricotta),Cheese (ricotta),Cheese (ricotta),medium,Two tablespoons (40g),Four tablespoons (80g),low,low,low,low,low,low,low,medium,
dairy,Cheese (soy),Cheese (soy),Cheese (soy),Cheese (soy),Cheese (soy),Cheese (soy),low,One slice (20g),Two slices (40g),low,low,low,low,low,low,low,low,
dairy,Cheese (Swiss),Cheese (Swiss),Cheese (Swiss),Cheese (Swiss),Cheese (Swiss),Cheese (Swiss),low,One slice (27g),Two slices (54g),low,low,low,low,low,low,low,low,
fruit,Cherries,Cherries,Cherries,Cherries,Cherries,Cherries,high,Three cherries (21g),Six cherries (42g),low,medium,low,low,low,high,medium,low,
